num,Database,herb,Ingredient_Name,MOLID,PubChem_CID,Biological_Test_Results,BBB_OB,SMILES,genes_from_tcmsp,genes_from_pubchem,genes_from_sea,genes_total,CHEMBL
815,Chemistry,sanqi,methyl palmitate,,8181,Exist,+-,CCCCCCCCCCCCCCCC(=O)OC,,,"POLB,CA14,FAAH,CA7,POLA1,PAM","POLB,CA14,FAAH,CA7,POLA1,PAM",CHEMBL335125
816,Chemistry,sanqi,methyl octadecadienoate,,5284421,Exist,+-,CCCCCC=CCC=CCCCCCCCC(=O)OC,,"GLI3,HSPB1,NR3C1,AR,NR1I2,RARA","FFAR4,FAAH,CNR2,CNR1,ALOX5,TRPV1,PPARG,FABP3,PPARA,OXER1,EPHX2","TRPV1,FAAH,CNR1,AR,PPARG,RARA,PPARA,OXER1,GLI3,HSPB1,NR3C1,FFAR4,CNR2,ALOX5,NR1I2,FABP3,EPHX2",CHEMBL3183866
817,Chemistry,sanqi,methyl heptadecadienoate,,54081049,,+-,CCCCCCCCCCCCC=CC=CC(=O)OC,,,CNR2,CNR2,
818,Chemistry,sanqi,lysine,,5962,Exist,++,C(CCN)CC(C(=O)O)N,,,RNPEP,RNPEP,CHEMBL8085
819,Chemistry,danshen,lithospermic acid B,,6451084,,--,C1=CC(=C(C=C1CC(C(=O)O)OC(=O)C=CC2=C3C(C(OC3=C(C=C2)O)C4=CC(=C(C=C4)O)O)C(=O)OC(CC5=CC(=C(C=C5)O)O)C(=O)O)O)O,,,"CA7,CA4","CA7,CA4",CHEMBL1615434
820,Chemistry,sanqi,leucine,,6106,Exist,++,CC(C)CC(C(=O)O)N,,"CYP2C9,CYP2D6,CYP3A4,CYP1A2,CYP2C19","SLC1A1,GRM6,GRIK1,GRIK2","GRM6,CYP2C9,CYP2D6,SLC1A1,CYP3A4,GRIK1,GRIK2,CYP1A2,CYP2C19",CHEMBL291962
821,Chemistry,danshen,isotanshinoneII B,,NO,,,,,,,,
822,Chemistry,danshen,isotanshinoneII,,NO,,,,,,,,
823,Chemistry,danshen,isotanshinoneI,,NO,,,,,,,,
824,Chemistry,danshen,isoimperatorin,,68081,Exist,++,CC(=CCOC1=C2C=CC(=O)OC2=CC3=C1C=CO3)C,,"CYP1B1,AHR,MRGPRX1","KCNA5,KCNN4,KCNA3,KCNA1,KCNMA1,KCNN1,KCNA7,CYP1B1,KCNN2,KCNA2,KCNA4","KCNA5,KCNN4,KCNA3,MRGPRX1,KCNA1,KCNMA1,KCNN1,KCNA7,CYP1B1,KCNN2,KCNA2,KCNA4,AHR",CHEMBL448060
825,Chemistry,danshen,isoferulic acid,,736186,Exist,++,COC1=C(C=C(C=C1)C=CC(=O)O)O,,"MC4R,NR5A2,NCOA1,NCOA3","CA9,MMP9,CA14,ALOX5,BACE1,PTPN1,CA2,MMP2,CA5A,BCHE,ABCB1,CA12,TUBB1,TUBB3,NFE2L2,CA6,CA5B,CA1,APP,MMP1,MAPT,CA3,CA7,CYP1B1","CA9,BCHE,ABCB1,MMP9,CA12,TUBB1,TUBB3,MC4R,NFE2L2,CA6,CA5B,NCOA3,NCOA1,CA1,APP,CA14,NR5A2,MMP1,MAPT,CA3,ALOX5,BACE1,PTPN1,CA2,CA7,CYP1B1,MMP2,CA5A",CHEMBL233295
826,Chemistry,danshen,isocryptotanshinone,,626608,,++,CC1COC2=C1C(=O)C3=C(C2=O)C4=C(C=C3)C(CCC4)(C)C,,,"CES2,CES1","CES2,CES1",
827,Chemistry,sanqi,isoallylbenzene,,252325,Exist,++,CC=CC1=CC=CC=C1,,,MAOB,MAOB,CHEMBL506013
828,Chemistry,danshen,hydroxytanshinoneII A,,NO,,,,,,,,
829,Chemistry,sanqi,hexadecane,,11006,Exist,++,CCCCCCCCCCCCCCCC,,,SLC22A1,SLC22A1,CHEMBL134994
830,Chemistry,sanqi,heptanoic acid,,8094,Exist,+-,CCCCCCC(=O)O,,AR,"FFAR4,PPARD,TLR2,CES1,PPARG,PLA2G4A,FABP3,SLC22A8,PPARA,SLC22A6,HMGCR,OXER1,GPR84,CES2,FABP4,PAM","CES1,AR,PPARG,PLA2G4A,PPARA,SLC22A6,OXER1,PAM,GPR84,FFAR4,PPARD,FABP3,SLC22A8,HMGCR,TLR2,CES2,FABP4",CHEMBL320358
831,Chemistry,sanqi,heptadecane,,12398,Exist,++,CCCCCCCCCCCCCCCCC,,ESR1,SLC22A1,"SLC22A1,ESR1",CHEMBL3185332
832,Chemistry,sanqi,heneicosane,,12403,,++,CCCCCCCCCCCCCCCCCCCCC,,,SLC22A1,SLC22A1,
833,Chemistry,sanqi,gypenosideXVII,,NO,,,,,,,,
834,Chemistry,sanqi,gypenosideIII,,NO,,,,,,,,
835,Chemistry,sanqi,gypenoside¢ø,,NO,,,,,,,,
836,Chemistry,sanqi,guercetol,,NO,,,,,,,,
837,Chemistry,sanqi,glutamic acid,,33032,Exist,++,C(CC(=O)O)C(C(=O)O)N,,"GRIK3,GRM6,GRIN2A,GRM3,GRM4,SLC1A1,GRIN2D,GRIA3,SLC1A3,GRIK2,GRM1,GRIN1,GRIN2B,CA1,GRM8,GRIN3A,GRIA1,SLC1A2,GRM5,GRM7,GRM2,GRIN3B,GRIK1,GRIN2C,GSR,GRIK5,GRIA2,GRIA4","GRM8,GRM6,GRM4,BHMT","GRIK3,GRM6,GRIN2A,GRM4,GRM3,SLC1A1,GRIN2D,GRIA3,BHMT,SLC1A3,GRIK2,GRIN1,GRM1,GRIN2B,CA1,GRM8,GRIN3A,GRIA1,SLC1A2,GRM5,GRM7,GRM2,GRIN3B,GRIK1,GRIN2C,GSR,GRIK5,GRIA2,GRIA4",CHEMBL575060
838,Chemistry,sanqi,glucuronic acid,,94715,Exist,+-,C1(C(C(OC(C1O)O)C(=O)O)O)O,,,,,CHEMBL496672
839,Chemistry,sanqi,glucose,,5793,Exist,++,C(C1C(C(C(C(O1)O)O)O)O)O,,SLC2A1,,SLC2A1,CHEMBL1222250
840,Chemistry,sanqi,ginsenoside- Rh1,,NO,,,,,,,,
841,Chemistry,sanqi,ginsenoside- Rg2,,NO,,,,,,,,
842,Chemistry,sanqi,ginsenoside- Rg1,,NO,,,,,,,,
843,Chemistry,sanqi,ginsenoside- Re,,NO,,,,,,,,
844,Chemistry,sanqi,gensenoside- Rd,,NO,,,,,,,,
845,Chemistry,sanqi,gensenoside- Rb1,,NO,,,,,,,,
846,Chemistry,danshen,formyltanshinone,,NO,,,,,,,,
847,Chemistry,danshen,ferruginol,,442027,Exist,+-,CC(C)C1=C(C=C2C(=C1)CCC3C2(CCCC3(C)C)C)O,,,,,CHEMBL197308
848,Chemistry,sanqi,ethyl palmitate,,12366,Exist,+-,CCCCCCCCCCCCCCCC(=O)OCC,,,PAM,PAM,CHEMBL3561042
849,Chemistry,sanqi,ethyl octadecadienoate,,54522427,,+-,CCCCCCCCCCCCCC=CC=CC(=O)OCC,,,,,
850,Chemistry,danshen,ethyl lithospermate,,NO,,,,,,,,
851,Chemistry,danshen,epidanshenspiroketallactoneII,,NO,,,,,,,,
852,Chemistry,danshen,epidanshenspiroketallactone,,102004791,,++,CC1CC2(C3=C(C4=CC=CC(=C4C=C3)C)C(=O)O2)OC1,,,,,
853,Chemistry,danshen,epicryptoacetalide,,NO,,,,,,,,
854,Chemistry,sanqi,enanthic acid,,8094,Exist,+-,CCCCCCC(=O)O,,AR,"FFAR4,PPARD,TLR2,CES1,PPARG,PLA2G4A,FABP3,SLC22A8,PPARA,SLC22A6,HMGCR,OXER1,GPR84,CES2,FABP4,PAM","CES1,AR,PPARG,PLA2G4A,PPARA,SLC22A6,OXER1,PAM,GPR84,FFAR4,PPARD,FABP3,SLC22A8,HMGCR,TLR2,CES2,FABP4",CHEMBL320358
855,Chemistry,danshen,eleutheroside A,,5742590,Exist,+-,CCC(CCC(C)C1CCC2C1(CCC3C2CC=C4C3(CCC(C4)OC5C(C(C(C(O5)CO)O)O)O)C)C)C(C)C,,"POLB,PRKAG1,PRKAG3,PRKAB2,GSK3B,PRKAA1,PRKAA2,PRKAB1,PRKAG2",,"POLB,PRKAG1,PRKAG3,PRKAB2,GSK3B,PRKAG2,PRKAA1,PRKAA2,PRKAB1",CHEMBL506678
856,Chemistry,sanqi,eleutheroside A,,5742590,Exist,+-,CCC(CCC(C)C1CCC2C1(CCC3C2CC=C4C3(CCC(C4)OC5C(C(C(C(O5)CO)O)O)O)C)C)C(C)C,,"POLB,PRKAG1,PRKAG3,PRKAB2,GSK3B,PRKAA1,PRKAA2,PRKAB1,PRKAG2",,"POLB,PRKAG1,PRKAG3,PRKAB2,GSK3B,PRKAG2,PRKAA1,PRKAA2,PRKAB1",CHEMBL506678
857,Chemistry,sanqi,eicosane,,8222,Exist,++,CCCCCCCCCCCCCCCCCCCC,,,SLC22A1,SLC22A1,
858,Chemistry,sanqi,docosane,,12405,Exist,++,CCCCCCCCCCCCCCCCCCCCCC,,,SLC22A1,SLC22A1,
859,Chemistry,sanqi,ditertbutyl phthalate,,121712,,++,CC(C)(C)OC(=O)C1=CC=CC=C1C(=O)OC(C)(C)C,,,,,
860,Chemistry,danshen,dimethyl lithospermate,,70688393,Exist,--,COC(=O)C1C(OC2=C(C=CC(=C12)C=CC(=O)OC(CC3=CC(=C(C=C3)O)O)C(=O)OC)O)C4=CC(=C(C=C4)O)O,,"MMP1,MMP12,MMP9,MMP13,MMP2,MMP3","MMP9,MMP1,MMP3,MMP12","MMP1,MMP12,MMP9,MMP13,MMP2,MMP3",CHEMBL2048505
861,Chemistry,sanqi,diisocapryl phthalate,,NO,,,,,,,,
862,Chemistry,danshen,dihydrotanshinone I,,11425923,Exist,++,CC1COC2=C1C(=O)C(=O)C3=C2C=CC4=C(C=CC=C43)C,,"ACHE,CES1,MAPK11,MAPK3,MAPK1,ELAVL1,PTPN6,VDR,PTPN11,HIF1A,EPAS1,GAPDH,MAPK12,MAPK13,MAPK14,CES2","ACHE,PTPN11,CES1,ELAVL1,PTPN6,CES2","ACHE,CES1,MAPK11,MAPK3,MAPK1,ELAVL1,PTPN6,VDR,PTPN11,HIF1A,EPAS1,GAPDH,MAPK12,MAPK13,MAPK14,CES2",CHEMBL227075
863,Chemistry,danshen,dihydrotanshinlactone,,NO,,,,,,,,
864,Chemistry,danshen,dihydroisotanshinone I,,89406,,++,CC1COC2=C1C(=O)C3=C(C2=O)C4=CC=CC(=C4C=C3)C,,,"PTPN6,CES2,ELAVL1","ELAVL1,CES2,PTPN6",
865,Chemistry,sanqi,dicapryl phthalate,,NO,,,,,,,,
866,Chemistry,sanqi,D-glucose,,5793,Exist,++,C(C1C(C(C(C(O1)O)O)O)O)O,,SLC2A1,,SLC2A1,CHEMBL1222250
867,Chemistry,danshen,deoxyneocryptotanshinone,,15690458,Exist,++,CC(C)C1=C(C2=C(C3=C(C=C2)C(CCC3)(C)C)C(=O)C1=O)O,,,"CDC25A,CDC25B,CES2","CDC25A,CDC25B,CES2",CHEMBL1813345
868,Chemistry,sanqi,dencichine,,440259,,++,C(C(C(=O)O)N)NC(=O)C(=O)O,,,GFPT1,GFPT1,
869,Chemistry,danshen,daucosterol,,5742590,Exist,+-,CCC(CCC(C)C1CCC2C1(CCC3C2CC=C4C3(CCC(C4)OC5C(C(C(C(O5)CO)O)O)O)C)C)C(C)C,,"POLB,PRKAG1,PRKAG3,PRKAB2,GSK3B,PRKAA1,PRKAA2,PRKAB1,PRKAG2",,"POLB,PRKAG1,PRKAG3,PRKAB2,GSK3B,PRKAG2,PRKAA1,PRKAA2,PRKAB1",CHEMBL506678
870,Chemistry,sanqi,daucosterol,,5742590,Exist,+-,CCC(CCC(C)C1CCC2C1(CCC3C2CC=C4C3(CCC(C4)OC5C(C(C(C(O5)CO)O)O)O)C)C)C(C)C,,"POLB,PRKAG1,PRKAG3,PRKAB2,GSK3B,PRKAA1,PRKAA2,PRKAB1,PRKAG2",,"POLB,PRKAG1,PRKAG3,PRKAB2,GSK3B,PRKAG2,PRKAA1,PRKAA2,PRKAB1",CHEMBL506678
871,Chemistry,danshen,daucosterin,,5742590,Exist,+-,CCC(CCC(C)C1CCC2C1(CCC3C2CC=C4C3(CCC(C4)OC5C(C(C(C(O5)CO)O)O)O)C)C)C(C)C,,"POLB,PRKAG1,PRKAG3,PRKAB2,GSK3B,PRKAA1,PRKAA2,PRKAB1,PRKAG2",,"POLB,PRKAG1,PRKAG3,PRKAB2,GSK3B,PRKAG2,PRKAA1,PRKAA2,PRKAB1",CHEMBL506678
872,Chemistry,sanqi,daucosterin,,5742590,Exist,+-,CCC(CCC(C)C1CCC2C1(CCC3C2CC=C4C3(CCC(C4)OC5C(C(C(C(O5)CO)O)O)O)C)C)C(C)C,,"POLB,PRKAG1,PRKAG3,PRKAB2,GSK3B,PRKAA1,PRKAA2,PRKAB1,PRKAG2",,"POLB,PRKAG1,PRKAG3,PRKAB2,GSK3B,PRKAG2,PRKAA1,PRKAA2,PRKAB1",CHEMBL506678
873,Chemistry,danshen,danshexinkum D,,NO,,,,,,,,
874,Chemistry,danshen,danshexinkum C,,NO,,,,,,,,
875,Chemistry,danshen,danshexinkum B,,NO,,,,,,,,
876,Chemistry,danshen,danshexinkum A,,NO,,,,,,,,
877,Chemistry,danshen,danshenspiroketallactoneII,,NO,,,,,,,,
878,Chemistry,danshen,danshenspiroketallactone,,NO,,,,,,,,
879,Chemistry,sanqi,"dammar-20(22)-ene-3beta,12beta,25-triol-6-O-beta-D-glucopyranoside",,NO,,,,,,,,
880,Chemistry,sanqi,cyperene,,99856,Exist,++,CC1CCC2CC3=C(CCC13C2(C)C)C,,,,,
881,Chemistry,sanqi,cyclododecanone,,13246,Exist,++,C1CCCCCC(=O)CCCCC1,,NFE2L2,,NFE2L2,CHEMBL1883853
882,Chemistry,sanqi,cuparene,,86895,,++,CC1=CC=C(C=C1)C2(CCCC2(C)C)C,,,,,
883,Chemistry,danshen,cryptotanshinone,,160254,Exist,++,CC1COC2=C1C(=O)C(=O)C3=C2C=CC4=C3CCCC4(C)C,,"PTPRF,CES1,PAFAH1B3,KCNK3,PLK1,MITF,GSTO1,UCHL5,VDR,PLA2G7,PAFAH2,HIF1A,PTPRC,RAPGEF3,PTPN1,STAT3,BAZ2B,PIP4K2A,GMNN,ACHE,POLB,POLH,TDP1,PTPN6,CFTR,ALDH1A1,MAPT,PTPN11,EPAS1,USP1,POLI,STAT1,SMAD3,CES2","ACHE,CES1,STAT3,PTPN6,CES2","PTPRF,CES1,PAFAH1B3,KCNK3,PLK1,MITF,GSTO1,UCHL5,VDR,PLA2G7,PAFAH2,HIF1A,PTPRC,RAPGEF3,PTPN1,STAT3,BAZ2B,PIP4K2A,GMNN,ACHE,POLB,POLH,TDP1,PTPN6,CFTR,ALDH1A1,MAPT,PTPN11,EPAS1,USP1,POLI,STAT1,SMAD3,CES2",CHEMBL187460
884,Chemistry,danshen,cryptoacetalide,,46896125,,+-,CC1CC2(C3=C(C4=C(C=C3)C(CCC4)(C)C)C(=O)O2)OC1,,,,,
885,Chemistry,danshen,corosolic acid,,6918774,Exist,-+,CC1CCC2(CCC3(C(=CCC4C3(CCC5C4(CC(C(C5(C)C)O)O)C)C)C2C1C)C)C(=O)O,,"POLB,RGS4,HSD11B1,PTPN1,PYGM,KCNQ1,MDM4,NR2E3,PTPN6,PTPN2,MDM2","POLB,PTPRF,HSD11B1,GPBAR1,PTPN1,F3,PTPN2,ACP1,AKR1B10","POLB,PTPRF,RGS4,F3,PTPN6,PTPN2,HSD11B1,GPBAR1,PTPN1,PYGM,KCNQ1,MDM4,NR2E3,ACP1,AKR1B10,MDM2",CHEMBL391533
886,Chemistry,danshen,colosolic acid,,6918774,Exist,-+,CC1CCC2(CCC3(C(=CCC4C3(CCC5C4(CC(C(C5(C)C)O)O)C)C)C2C1C)C)C(=O)O,,"POLB,RGS4,HSD11B1,PTPN1,PYGM,KCNQ1,MDM4,NR2E3,PTPN6,PTPN2,MDM2","POLB,PTPRF,HSD11B1,GPBAR1,PTPN1,F3,PTPN2,ACP1,AKR1B10","POLB,PTPRF,RGS4,F3,PTPN6,PTPN2,HSD11B1,GPBAR1,PTPN1,PYGM,KCNQ1,MDM4,NR2E3,ACP1,AKR1B10,MDM2",CHEMBL391533
887,Chemistry,sanqi,caryophellene,,NO,,,,,,,,
888,Chemistry,sanqi,caprylic acid,,379,Exist,+-,CCCCCCCC(=O)O,,"ESRRA,TSHR,SLC22A8,SLC22A6,NR0B1,ESR1","FFAR4,PPARD,TLR2,CES1,PPARG,PLA2G4A,FABP3,SLC22A8,PPARA,SLC22A6,HMGCR,OXER1,GPR84,CES2,FABP4,PAM","ESRRA,CES1,PPARG,PLA2G4A,PPARA,SLC22A6,OXER1,NR0B1,ESR1,PAM,GPR84,FFAR4,PPARD,TSHR,FABP3,SLC22A8,HMGCR,TLR2,CES2,FABP4",CHEMBL324846
889,Chemistry,danshen,baicalin,,64982,Exist,--,C1=CC=C(C=C1)C2=CC(=O)C3=C(C(=C(C=C3O2)OC4C(C(C(C(O4)C(=O)O)O)O)O)O)O,,"PRKAA1,PREP,PRKAG1,PRKAG3,CCNB1,CDK1,PRKAB2,PRKAG2,CYP1A2,AKT1,PRKAB1,PRKAA2",,"PRKAA1,PREP,PRKAG1,PRKAG3,CCNB1,CDK1,PRKAB2,PRKAG2,CYP1A2,PRKAA2,AKT1,PRKAB1",CHEMBL485818
890,Chemistry,sanqi,aspartic acid,,5960,Exist,++,C(C(C(=O)O)N)C(=O)O,,"GRIN2A,SLC1A1,SLC1A2,SLC1A3,GRIN2C,GRIN1,GRIN2B,CA1",,"GRIN2A,SLC1A1,SLC1A2,SLC1A3,GRIN2C,GRIN1,GRIN2B,CA1",CHEMBL274323
891,Chemistry,sanqi,aspartate,,5960,Exist,++,C(C(C(=O)O)N)C(=O)O,,"GRIN2A,SLC1A1,SLC1A2,SLC1A3,GRIN2C,GRIN1,GRIN2B,CA1",,"GRIN2A,SLC1A1,SLC1A2,SLC1A3,GRIN2C,GRIN1,GRIN2B,CA1",CHEMBL274323
892,Chemistry,sanqi,asparaginic acid,,5960,Exist,++,C(C(C(=O)O)N)C(=O)O,,"GRIN2A,SLC1A1,SLC1A2,SLC1A3,GRIN2C,GRIN1,GRIN2B,CA1",,"GRIN2A,SLC1A1,SLC1A2,SLC1A3,GRIN2C,GRIN1,GRIN2B,CA1",CHEMBL274323
893,Chemistry,sanqi,asparagic acid,,5960,Exist,++,C(C(C(=O)O)N)C(=O)O,,"GRIN2A,SLC1A1,SLC1A2,SLC1A3,GRIN2C,GRIN1,GRIN2B,CA1",,"GRIN2A,SLC1A1,SLC1A2,SLC1A3,GRIN2C,GRIN1,GRIN2B,CA1",CHEMBL274323
894,Chemistry,sanqi,arginine,,6322,Exist,++,C(CC(C(=O)O)N)CN=C(N)N,,"NOS2,NOS3,NOS1,CYP1A2","DDAH1,NOS3,NOS1,NOS2,FURIN,CPN1","DDAH1,NOS3,NOS1,NOS2,CYP1A2,FURIN,CPN1",CHEMBL1485
895,Chemistry,sanqi,arabinogalactan,,24847856,,+-,CC1C(C(C(C(O1)CO)O)OC2C(C(C(C(O2)COC3C(C(C(CO3)O)OC)O)O)OC)O)O,,,,,
896,Chemistry,danshen,alexandrin,,5742590,Exist,+-,CCC(CCC(C)C1CCC2C1(CCC3C2CC=C4C3(CCC(C4)OC5C(C(C(C(O5)CO)O)O)O)C)C)C(C)C,,"POLB,PRKAG1,PRKAG3,PRKAB2,GSK3B,PRKAA1,PRKAA2,PRKAB1,PRKAG2",,"POLB,PRKAG1,PRKAG3,PRKAB2,GSK3B,PRKAG2,PRKAA1,PRKAA2,PRKAB1",CHEMBL506678
897,Chemistry,sanqi,alexandrin,,5742590,Exist,+-,CCC(CCC(C)C1CCC2C1(CCC3C2CC=C4C3(CCC(C4)OC5C(C(C(C(O5)CO)O)O)O)C)C)C(C)C,,"POLB,PRKAG1,PRKAG3,PRKAB2,GSK3B,PRKAA1,PRKAA2,PRKAB1,PRKAG2",,"POLB,PRKAG1,PRKAG3,PRKAB2,GSK3B,PRKAG2,PRKAA1,PRKAA2,PRKAB1",CHEMBL506678
898,Chemistry,sanqi,acetophenone,,7410,Exist,++,CC(=O)C1=CC=CC=C1,,,"CES2,CES1","CES2,CES1",CHEMBL274467
899,Chemistry,sanqi,acetic acid,,176,Exist,+-,CC(=O)O,,"LCK,FYN,FFAR2,FFAR3",,"LCK,FYN,FFAR2,FFAR3",CHEMBL539
900,Chemistry,danshen,"7beta-hydroxy-8,13-abietadiene-11,12-dione",,14609850,,+-,CC(C)C1=CC2=C(C(=O)C1=O)C3(CCCC(C3CC2O)(C)C)C,,,,,
901,Chemistry,danshen,5-(3-hydroxypropyl)-7-methoxy-2-(3'-methoxy-4'-hydroxyphenyl)-3-benzo[b]furancarbaldehyde,,NO,,,,,,,,
902,Chemistry,danshen,4-methylenemiltirone,,14609851,,++,CC(C)C1=CC2=C(C3=C(C=C2)C(=C)CCC3)C(=O)C1=O,,,CES2,CES2,
903,Chemistry,danshen,3alpha-hydroxytanshinoneII A,,NO,,,,,,,,
904,Chemistry,danshen,3-O-acetyloleanolic acid,,151202,Exist,-+,CC(=O)OC1CCC2(C(C1(C)C)CCC3(C2CC=C4C3(CCC5(C4CC(CC5)(C)C)C(=O)O)C)C)C,,PTPN1,"POLB,GPBAR1,PTPN1,F3,PTPN2,PTPN6,ACP1,AKR1B10","POLB,GPBAR1,PTPN1,F3,PTPN2,PTPN6,ACP1,AKR1B10",CHEMBL486822
905,Chemistry,danshen,"3,4-dihydroxybenzaldehyde",,8768,Exist,-+,C1=CC(=C(C=C1C=O)O)O,,"BAZ2B,IL1B,GFER",EGFR,"EGFR,BAZ2B,GFER,IL1B",CHEMBL222021
906,Chemistry,danshen,2alpha-hydroxy ursolic acid,,NO,,,,,,,,
907,Chemistry,danshen,"2alpha,3beta-dihydroxyurs-12-en-28-oic acid",,6918774,Exist,-+,CC1CCC2(CCC3(C(=CCC4C3(CCC5C4(CC(C(C5(C)C)O)O)C)C)C2C1C)C)C(=O)O,,"POLB,RGS4,HSD11B1,PTPN1,PYGM,KCNQ1,MDM4,NR2E3,PTPN6,PTPN2,MDM2","POLB,PTPRF,HSD11B1,GPBAR1,PTPN1,F3,PTPN2,ACP1,AKR1B10","POLB,PTPRF,RGS4,F3,PTPN6,PTPN2,HSD11B1,GPBAR1,PTPN1,PYGM,KCNQ1,MDM4,NR2E3,ACP1,AKR1B10,MDM2",CHEMBL391533
908,Chemistry,danshen,"2alpha,3beta,24-trihydroxy urs-12-en-28-oic acid",,NO,,,,,,,,
909,Chemistry,danshen,"2alpha,3beta,19-trihydroxy urs-12-en-28-oic acid",,NO,,,,,,,,
910,Chemistry,danshen,"2alpha,3alpha-dihydroxy urs-12-en-28-oic acid",,NO,,,,,,,,
911,Chemistry,danshen,"2alpha,3alpha,24-trihydroxy urs-12-en-28-oic acid",,NO,,,,,,,,
912,Chemistry,danshen,"2alpha,3alpha,19-trihydroxy urs-12-en-28-oic acid",,NO,,,,,,,,
913,Chemistry,sanqi,2-nonenal,,5283335,Exist,+-,CCCCCCC=CC=O,,AR,FAAH,"AR,FAAH",CHEMBL450072
914,Chemistry,danshen,"2-isopropyl-8-methylphenanthrene-3,4-dione",,135872,,++,CC1=C2C=CC3=C(C2=CC=C1)C(=O)C(=O)C(=C3)C(C)C,,,,,
915,Chemistry,sanqi,20-gluco-ginsenoside Rf,,NO,,,,,,,,
916,Chemistry,sanqi,"2,8-dimethyl-5-acetyl-bicyclo[5.3.0]deca-1,8-diene",,NO,,,,,,,,
917,Chemistry,sanqi,"2,6-di-tert-butyl-4-methylphenol",,31404,Exist,+-,CC1=CC(=C(C(=C1)C(C)(C)C)O)C(C)(C)C,,"CYP2C9,CYP2D6,NR1I3,CYP3A4,RXRA,CA2,TDP1,CYP1A2,ESR1,CYP2C19",CA2,"CYP2C9,CYP2D6,NR1I3,CYP3A4,RXRA,CA2,TDP1,CYP1A2,ESR1,CYP2C19",CHEMBL146
918,Chemistry,sanqi,"2,6-bis(1,1-dimethylethyl)-4-methylphenol",,31404,Exist,+-,CC1=CC(=C(C(=C1)C(C)(C)C)O)C(C)(C)C,,"CYP2C9,CYP2D6,NR1I3,CYP3A4,RXRA,CA2,TDP1,CYP1A2,ESR1,CYP2C19",CA2,"CYP2C9,CYP2D6,NR1I3,CYP3A4,RXRA,CA2,TDP1,CYP1A2,ESR1,CYP2C19",CHEMBL146
919,Chemistry,sanqi,"2,2,2-triethoxyethanol",,5322034,,++,CCOC(CO)(OCC)OCC,,,,,
920,Chemistry,sanqi,1-methyl-4-isoallyl-cyclohexane,,NO,,,,,,,,
921,Chemistry,sanqi,1-methyl-4-dioximethylthino-bicyclo[2.2.2]octane,,NO,,,,,,,,
922,Chemistry,sanqi,1-methoxyethyl benzene,,NO,,,,,,,,
923,Chemistry,danshen,1-ketoisocryptotanshinone,,NO,,,,,,,,
924,Chemistry,danshen,1-dehydrotanshinoneII A,,NO,,,,,,,,
925,Chemistry,danshen,1-dehydromiltirone,,NO,,,,,,,,
926,Chemistry,sanqi,"1,9,9-trimethyl-4,7-dimethano-2,3,5,6,7,8-hexahydroazulene",,NO,,,,,,,,
927,Chemistry,danshen,"1,5-dihydroxy-3-methylanthraquinone",,5316800,,-+,CC1=CC2=C(C(=C1)O)C(=O)C3=C(C2=O)C(=CC=C3)O,,,"ACLY,PTP4A3","ACLY,PTP4A3",
928,Chemistry,danshen,"1,2-dihydrotanshinquinone",,105119,Exist,++,CC1=CCCC2=C1C=CC3=C2C(=O)C(=O)C4=C3OC=C4C,,,,,CHEMBL1813349
929,Chemistry,danshen,"1,2,5,6-tetrahydrotanshinoneI",,NO,,,,,,,,
930,Chemistry,danshen,"1,2,15,16-tetrahydrotanshiquinone",,124416,,+-,CC1COC2=C1C(=O)C(=O)C3=C2C=CC4=C3CCC=C4C,,,CES2,CES2,
931,Chemistry,sanqi,"1,10-dimethoxy-2-one-7-acetylenedecahydronaphthalene",,NO,,,,,,,,
932,Chemistry,sanqi,"1,1,5,5-tetramethyl-4-methano-2,3,4,6,7,10-hexahydronaphthalene",,NO,,,,,,,,
933,Chemistry,danshen,(25R)-5alpha-spirostan-3beta-ol,,99516,Exist,+-,CC1CCC2(C(C3C(O2)CC4C3(CCC5C4CCC6C5(CCC(C6)O)C)C)C)OC1,,UGT1A4,EBP,"EBP,UGT1A4",CHEMBL43871
