Category,ID,Description,BgRatio,pvalue,padjust,qvalue,geneID,gene_name,rankScore,Count
BP,GO:0060993,kidney morphogenesis,94/18493,0.016765448,0.035878589,0.012481938,7422/596,"VEGFA,BCL2",0.01857182,2
BP,GO:0070301,cellular response to hydrogen peroxide,94/18493,0.016765448,0.035878589,0.012481938,3569/3586,"IL6,IL10",0.030200611,2
BP,GO:1905269,positive regulation of chromatin organization,94/18493,0.016765448,0.035878589,0.012481938,7422/3553,"VEGFA,IL1B",0.028230418,2
BP,GO:0007044,cell-substrate junction assembly,95/18493,0.017103422,0.036428943,0.012673402,7422/596,"VEGFA,BCL2",0.018486859,2
BP,GO:0032649,regulation of interferon-gamma production,95/18493,0.017103422,0.036428943,0.012673402,3553/3586,"IL1B,IL10",0.026958962,2
BP,GO:0061326,renal tubule development,95/18493,0.017103422,0.036428943,0.012673402,7422/596,"VEGFA,BCL2",0.018486859,2
BP,GO:0097327,response to antineoplastic agent,95/18493,0.017103422,0.036428943,0.012673402,3383/3162,"ICAM1,HMOX1",0.024571206,2
BP,GO:1990868,response to chemokine,95/18493,0.017103422,0.036428943,0.012673402,6347/3576,"CCL2,CXCL8",0.028252748,2
BP,GO:1990869,cellular response to chemokine,95/18493,0.017103422,0.036428943,0.012673402,6347/3576,"CCL2,CXCL8",0.028252748,2
BP,GO:0006644,phospholipid metabolic process,473/18493,0.017145837,0.036490549,0.012694834,4023/5444/7941/1071,"LPL,PON1,PLA2G7,CETP",0.026100941,4
BP,GO:0022604,regulation of cell morphogenesis,474/18493,0.01726589,0.036717165,0.012773673,6347/7422/3383/2147,"CCL2,VEGFA,ICAM1,F2",0.049622702,4
BP,GO:0009135,purine nucleoside diphosphate metabolic process,96/18493,0.017444305,0.036951328,0.012855136,3630/6774,"INS,STAT3",0.031784231,2
BP,GO:0009179,purine ribonucleoside diphosphate metabolic process,96/18493,0.017444305,0.036951328,0.012855136,3630/6774,"INS,STAT3",0.031784231,2
BP,GO:0032414,positive regulation of ion transmembrane transporter activity,96/18493,0.017444305,0.036951328,0.012855136,5243/1080,"ABCB1,CFTR",0.009329759,2
BP,GO:0048259,regulation of receptor-mediated endocytosis,96/18493,0.017444305,0.036951328,0.012855136,7422/5054,"VEGFA,SERPINE1",0.025933967,2
BP,GO:0120162,positive regulation of cold-induced thermogenesis,96/18493,0.017444305,0.036951328,0.012855136,7422/948,"VEGFA,CD36",0.017473829,2
BP,GO:0042752,regulation of circadian rhythm,97/18493,0.017788083,0.037650051,0.013098218,7157/5468,"TP53,PPARG",0.026964672,2
BP,GO:0000082,G1/S transition of mitotic cell cycle,263/18493,0.017827459,0.03770389,0.013116948,6347/7157/596,"CCL2,TP53,BCL2",0.032309073,3
BP,GO:0009185,ribonucleoside diphosphate metabolic process,98/18493,0.018134744,0.038293897,0.013322208,3630/6774,"INS,STAT3",0.031440297,2
BP,GO:0019395,fatty acid oxidation,98/18493,0.018134744,0.038293897,0.013322208,207/5468,"AKT1,PPARG",0.028247397,2
BP,GO:0008593,regulation of Notch signaling pathway,99/18493,0.018484274,0.038971131,0.013557813,207/6774,"AKT1,STAT3",0.029872053,2
BP,GO:0044264,cellular polysaccharide metabolic process,99/18493,0.018484274,0.038971131,0.013557813,3630/207,"INS,AKT1",0.031802508,2
BP,GO:0098656,anion transmembrane transport,268/18493,0.018732552,0.039463827,0.013729219,207/5243/1080,"AKT1,ABCB1,CFTR",0.024286421,3
BP,GO:0002824,positive regulation of adaptive immune response based on somatic recombination of immune receptors built from immunoglobulin superfamily domains,100/18493,0.01883666,0.03959065,0.01377334,3569/3553,"IL6,IL1B",0.030118569,2
BP,GO:0010522,regulation of calcium ion transport into cytosol,100/18493,0.01883666,0.03959065,0.01377334,2147/596,"F2,BCL2",0.012375886,2
BP,GO:1901606,alpha-amino acid catabolic process,100/18493,0.01883666,0.03959065,0.01377334,4846/4843,"NOS3,NOS2",0.02157093,2
BP,GO:0098742,cell-cell adhesion via plasma-membrane adhesion molecules,270/18493,0.019101671,0.040116474,0.013956271,3586/3383/7412,"IL10,ICAM1,VCAM1",0.037377922,3
BP,GO:0006476,protein deacetylation,101/18493,0.01919189,0.040212287,0.013989604,7422/3458,"VEGFA,IFNG",0.025263759,2
BP,GO:0007631,feeding behavior,101/18493,0.01919189,0.040212287,0.013989604,3630/6774,"INS,STAT3",0.030969222,2
BP,GO:0034766,negative regulation of ion transmembrane transport,101/18493,0.01919189,0.040212287,0.013989604,207/4318,"AKT1,MMP9",0.028214327,2
BP,GO:0001822,kidney development,271/18493,0.019287749,0.040381857,0.014048596,7422/847/596,"VEGFA,CAT,BCL2",0.029051121,3
BP,GO:0061564,axon development,493/18493,0.019648391,0.041105103,0.014300209,7422/5594/836/596,"VEGFA,MAPK1,CASP3,BCL2",0.042429022,4
BP,GO:0014812,muscle cell migration,103/18493,0.019910828,0.041557709,0.014457668,5054/596,"SERPINE1,BCL2",0.015480515,2
BP,GO:0015748,organophosphate ester transport,103/18493,0.019910828,0.041557709,0.014457668,5243/1071,"ABCB1,CETP",0.009943423,2
BP,GO:0032091,negative regulation of protein binding,103/18493,0.019910828,0.041557709,0.014457668,207/3586,"AKT1,IL10",0.027444364,2
BP,GO:0045185,maintenance of protein location,104/18493,0.020274511,0.042284158,0.014710395,207/3586,"AKT1,IL10",0.027294837,2
BP,GO:0044262,cellular carbohydrate metabolic process,278/18493,0.020618681,0.042306285,0.014718093,3630/207/6774,"INS,AKT1,STAT3",0.045296939,3
BP,GO:0002708,positive regulation of lymphocyte mediated immunity,105/18493,0.020640986,0.042306285,0.014718093,3569/3553,"IL6,IL1B",0.029499787,2
BP,GO:0002821,positive regulation of adaptive immune response,105/18493,0.020640986,0.042306285,0.014718093,3569/3553,"IL6,IL1B",0.029499787,2
BP,GO:0016236,macroautophagy,279/18493,0.020812873,0.042306285,0.014718093,207/836/3162,"AKT1,CASP3,HMOX1",0.038037312,3
BP,GO:0051188,cofactor biosynthetic process,279/18493,0.020812873,0.042306285,0.014718093,3630/6774/5743,"INS,STAT3,PTGS2",0.043237203,3
BP,GO:0002887,negative regulation of myeloid leukocyte mediated immunity,10/18493,0.020895082,0.042306285,0.014718093,3162,HMOX1,0.01121226,1
BP,GO:0010918,positive regulation of mitochondrial membrane potential,10/18493,0.020895082,0.042306285,0.014718093,207,AKT1,0.014816919,1
BP,GO:0014041,regulation of neuron maturation,10/18493,0.020895082,0.042306285,0.014718093,596,BCL2,0.004087947,1
BP,GO:0019062,virion attachment to host cell,10/18493,0.020895082,0.042306285,0.014718093,3383,ICAM1,0.012249426,1
BP,GO:0021548,pons development,10/18493,0.020895082,0.042306285,0.014718093,596,BCL2,0.004087947,1
BP,GO:0030388,"fructose 1,6-bisphosphate metabolic process",10/18493,0.020895082,0.042306285,0.014718093,3458,IFNG,0.01130055,1
BP,GO:0032025,response to cobalt ion,10/18493,0.020895082,0.042306285,0.014718093,836,CASP3,0.012008132,1
BP,GO:0032070,regulation of deoxyribonuclease activity,10/18493,0.020895082,0.042306285,0.014718093,207,AKT1,0.014816919,1
BP,GO:0032306,regulation of prostaglandin secretion,10/18493,0.020895082,0.042306285,0.014718093,3553,IL1B,0.013268218,1
BP,GO:0032308,positive regulation of prostaglandin secretion,10/18493,0.020895082,0.042306285,0.014718093,3553,IL1B,0.013268218,1
BP,GO:0032621,interleukin-18 production,10/18493,0.020895082,0.042306285,0.014718093,3586,IL10,0.012473404,1
BP,GO:0033860,regulation of NAD(P)H oxidase activity,10/18493,0.020895082,0.042306285,0.014718093,3630,INS,0.016180812,1
BP,GO:0044539,long-chain fatty acid import,10/18493,0.020895082,0.042306285,0.014718093,948,CD36,0.003192687,1
BP,GO:0045713,low-density lipoprotein particle receptor biosynthetic process,10/18493,0.020895082,0.042306285,0.014718093,5468,PPARG,0.01256772,1
BP,GO:0045792,negative regulation of cell size,10/18493,0.020895082,0.042306285,0.014718093,207,AKT1,0.014816919,1
BP,GO:0055091,phospholipid homeostasis,10/18493,0.020895082,0.042306285,0.014718093,1071,CETP,0.004909414,1
BP,GO:0060352,cell adhesion molecule production,10/18493,0.020895082,0.042306285,0.014718093,3553,IL1B,0.013268218,1
BP,GO:0070091,glucagon secretion,10/18493,0.020895082,0.042306285,0.014718093,3569,IL6,0.016231569,1
BP,GO:0070391,response to lipoteichoic acid,10/18493,0.020895082,0.042306285,0.014718093,948,CD36,0.003192687,1
BP,GO:0070942,neutrophil mediated cytotoxicity,10/18493,0.020895082,0.042306285,0.014718093,2147,F2,0.008033679,1
BP,GO:0071104,response to interleukin-9,10/18493,0.020895082,0.042306285,0.014718093,6774,STAT3,0.014299208,1
BP,GO:0071223,cellular response to lipoteichoic acid,10/18493,0.020895082,0.042306285,0.014718093,948,CD36,0.003192687,1
BP,GO:0071609,chemokine (C-C motif) ligand 5 production,10/18493,0.020895082,0.042306285,0.014718093,3586,IL10,0.012473404,1
BP,GO:0072584,caveolin-mediated endocytosis,10/18493,0.020895082,0.042306285,0.014718093,5594,MAPK1,0.012385902,1
BP,GO:0090557,establishment of endothelial intestinal barrier,10/18493,0.020895082,0.042306285,0.014718093,3383,ICAM1,0.012249426,1
BP,GO:0090594,inflammatory response to wounding,10/18493,0.020895082,0.042306285,0.014718093,3162,HMOX1,0.01121226,1
BP,GO:0097050,type B pancreatic cell apoptotic process,10/18493,0.020895082,0.042306285,0.014718093,3569,IL6,0.016231569,1
BP,GO:0150065,regulation of deacetylase activity,10/18493,0.020895082,0.042306285,0.014718093,7422,VEGFA,0.013564133,1
BP,GO:1900122,positive regulation of receptor binding,10/18493,0.020895082,0.042306285,0.014718093,4318,MMP9,0.012951723,1
BP,GO:1904321,response to forskolin,10/18493,0.020895082,0.042306285,0.014718093,1080,CFTR,0.003968731,1
BP,GO:1904322,cellular response to forskolin,10/18493,0.020895082,0.042306285,0.014718093,1080,CFTR,0.003968731,1
BP,GO:1904996,positive regulation of leukocyte adhesion to vascular endothelial cell,10/18493,0.020895082,0.042306285,0.014718093,3383,ICAM1,0.012249426,1
BP,GO:1990535,neuron projection maintenance,10/18493,0.020895082,0.042306285,0.014718093,3630,INS,0.016180812,1
BP,GO:2000551,regulation of T-helper 2 cell cytokine production,10/18493,0.020895082,0.042306285,0.014718093,3569,IL6,0.016231569,1
BP,GO:0032609,interferon-gamma production,106/18493,0.02101024,0.042475859,0.014777086,3553/3586,"IL1B,IL10",0.025709064,2
BP,GO:0050868,negative regulation of T cell activation,106/18493,0.02101024,0.042475859,0.014777086,3586/836,"IL10,CASP3",0.024450573,2
BP,GO:0006821,chloride transport,107/18493,0.021382261,0.04319568,0.015027508,5243/1080,"ABCB1,CFTR",0.008888076,2
BP,GO:0044843,cell cycle G1/S phase transition,282/18493,0.021401543,0.043202369,0.015029835,6347/7157/596,"CCL2,TP53,BCL2",0.030967306,3
BP,GO:0006690,icosanoid metabolic process,108/18493,0.021757035,0.043887234,0.015268095,5743/5444,"PTGS2,PON1",0.019501292,2
BP,GO:0005976,polysaccharide metabolic process,109/18493,0.022134551,0.044582249,0.015509886,3630/207,"INS,AKT1",0.030484175,2
BP,GO:0072009,nephron epithelium development,109/18493,0.022134551,0.044582249,0.015509886,7422/596,"VEGFA,BCL2",0.017359628,2
BP,GO:0072001,renal system development,286/18493,0.022200664,0.044648919,0.01553308,7422/847/596,"VEGFA,CAT,BCL2",0.028141857,3
BP,GO:0090068,positive regulation of cell cycle process,286/18493,0.022200664,0.044648919,0.01553308,3630/7157/3553,"INS,TP53,IL1B",0.042156442,3
BP,GO:0010508,positive regulation of autophagy,110/18493,0.022514796,0.044974375,0.015646305,3458/3162,"IFNG,HMOX1",0.022077495,2
BP,GO:1903510,mucopolysaccharide metabolic process,110/18493,0.022514796,0.044974375,0.015646305,207/3553,"AKT1,IL1B",0.027542075,2
BP,GO:0010906,regulation of glucose metabolic process,111/18493,0.022897756,0.044974375,0.015646305,3630/207,"INS,AKT1",0.03039835,2
BP,GO:0035601,protein deacylation,111/18493,0.022897756,0.044974375,0.015646305,7422/3458,"VEGFA,IFNG",0.024383891,2
BP,GO:0045446,endothelial cell differentiation,111/18493,0.022897756,0.044974375,0.015646305,3553/3383,"IL1B,ICAM1",0.025024227,2
BP,GO:0002862,negative regulation of inflammatory response to antigenic stimulus,11/18493,0.02296104,0.044974375,0.015646305,3586,IL10,0.012232214,1
BP,GO:0010623,programmed cell death involved in cell development,11/18493,0.02296104,0.044974375,0.015646305,596,BCL2,0.004008901,1
BP,GO:0019371,cyclooxygenase pathway,11/18493,0.02296104,0.044974375,0.015646305,5743,PTGS2,0.012510507,1
BP,GO:0032494,response to peptidoglycan,11/18493,0.02296104,0.044974375,0.015646305,3569,IL6,0.015917711,1
BP,GO:0033629,negative regulation of cell adhesion mediated by integrin,11/18493,0.02296104,0.044974375,0.015646305,5054,SERPINE1,0.011087069,1
BP,GO:0034115,negative regulation of heterotypic cell-cell adhesion,11/18493,0.02296104,0.044974375,0.015646305,3586,IL10,0.012232214,1
BP,GO:0035627,ceramide transport,11/18493,0.02296104,0.044974375,0.015646305,5243,ABCB1,0.004881938,1
BP,GO:0035747,natural killer cell chemotaxis,11/18493,0.02296104,0.044974375,0.015646305,6347,CCL2,0.013383839,1
BP,GO:0043129,surfactant homeostasis,11/18493,0.02296104,0.044974375,0.015646305,7422,VEGFA,0.013301852,1
BP,GO:0043301,negative regulation of leukocyte degranulation,11/18493,0.02296104,0.044974375,0.015646305,3162,HMOX1,0.010995456,1
BP,GO:0043619,regulation of transcription from RNA polymerase II promoter in response to oxidative stress,11/18493,0.02296104,0.044974375,0.015646305,3162,HMOX1,0.010995456,1
BP,GO:0045346,regulation of MHC class II biosynthetic process,11/18493,0.02296104,0.044974375,0.015646305,3586,IL10,0.012232214,1
BP,GO:0045351,type I interferon biosynthetic process,11/18493,0.02296104,0.044974375,0.015646305,3586,IL10,0.012232214,1
BP,GO:0045899,positive regulation of RNA polymerase II transcriptional preinitiation complex assembly,11/18493,0.02296104,0.044974375,0.015646305,7157,TP53,0.013178365,1
BP,GO:0046007,negative regulation of activated T cell proliferation,11/18493,0.02296104,0.044974375,0.015646305,836,CASP3,0.01177594,1
BP,GO:0048712,negative regulation of astrocyte differentiation,11/18493,0.02296104,0.044974375,0.015646305,2147,F2,0.007878337,1
BP,GO:0048742,regulation of skeletal muscle fiber development,11/18493,0.02296104,0.044974375,0.015646305,596,BCL2,0.004008901,1
BP,GO:0051024,positive regulation of immunoglobulin secretion,11/18493,0.02296104,0.044974375,0.015646305,3569,IL6,0.015917711,1
BP,GO:0060439,trachea morphogenesis,11/18493,0.02296104,0.044974375,0.015646305,5594,MAPK1,0.012146404,1
BP,GO:0060947,cardiac vascular smooth muscle cell differentiation,11/18493,0.02296104,0.044974375,0.015646305,7422,VEGFA,0.013301852,1
BP,GO:0061307,cardiac neural crest cell differentiation involved in heart development,11/18493,0.02296104,0.044974375,0.015646305,5594,MAPK1,0.012146404,1
BP,GO:0061308,cardiac neural crest cell development involved in heart development,11/18493,0.02296104,0.044974375,0.015646305,5594,MAPK1,0.012146404,1
BP,GO:0070106,interleukin-27-mediated signaling pathway,11/18493,0.02296104,0.044974375,0.015646305,6774,STAT3,0.014022714,1
BP,GO:0070587,regulation of cell-cell adhesion involved in gastrulation,11/18493,0.02296104,0.044974375,0.015646305,3586,IL10,0.012232214,1
BP,GO:0070673,response to interleukin-18,11/18493,0.02296104,0.044974375,0.015646305,207,AKT1,0.014530415,1
BP,GO:0070757,interleukin-35-mediated signaling pathway,11/18493,0.02296104,0.044974375,0.015646305,6774,STAT3,0.014022714,1
BP,GO:0071281,cellular response to iron ion,11/18493,0.02296104,0.044974375,0.015646305,3162,HMOX1,0.010995456,1
BP,GO:0071639,positive regulation of monocyte chemotactic protein-1 production,11/18493,0.02296104,0.044974375,0.015646305,3553,IL1B,0.01301166,1
BP,GO:0099133,ATP hydrolysis coupled anion transmembrane transport,11/18493,0.02296104,0.044974375,0.015646305,1080,CFTR,0.003891991,1
BP,GO:1902950,regulation of dendritic spine maintenance,11/18493,0.02296104,0.044974375,0.015646305,3630,INS,0.015867935,1
BP,GO:1990440,positive regulation of transcription from RNA polymerase II promoter in response to endoplasmic reticulum stress,11/18493,0.02296104,0.044974375,0.015646305,7157,TP53,0.013178365,1
BP,GO:0030258,lipid modification,291/18493,0.023222443,0.045453479,0.015812982,207/5468/7941,"AKT1,PPARG,PLA2G7",0.031724387,3
BP,GO:0006911,"phagocytosis, engulfment",112/18493,0.023283421,0.045474118,0.015820162,5468/948,"PPARG,CD36",0.015400595,2
BP,GO:0046717,acid secretion,112/18493,0.023283421,0.045474118,0.015820162,3553/4843,"IL1B,NOS2",0.022080949,2
BP,GO:0098732,macromolecule deacylation,112/18493,0.023283421,0.045474118,0.015820162,7422/3458,"VEGFA,IFNG",0.024297018,2
BP,GO:0006090,pyruvate metabolic process,113/18493,0.023671776,0.046132676,0.01604927,3630/6774,"INS,STAT3",0.029645594,2
BP,GO:0042303,molting cycle,113/18493,0.023671776,0.046132676,0.01604927,5743/596,"PTGS2,BCL2",0.016383975,2
BP,GO:0042633,hair cycle,113/18493,0.023671776,0.046132676,0.01604927,5743/596,"PTGS2,BCL2",0.016383975,2
BP,GO:1990778,protein localization to cell periphery,294/18493,0.023847717,0.046442099,0.016156916,3630/207/3458,"INS,AKT1,IFNG",0.041050916,3
BP,GO:0072089,stem cell proliferation,114/18493,0.02406281,0.046827267,0.016290914,7422/5243,"VEGFA,ABCB1",0.017947101,2
BP,GO:0006754,ATP biosynthetic process,116/18493,0.024852865,0.047633031,0.016571234,3630/6774,"INS,STAT3",0.029337163,2
BP,GO:0009132,nucleoside diphosphate metabolic process,116/18493,0.024852865,0.047633031,0.016571234,3630/6774,"INS,STAT3",0.029337163,2
BP,GO:0030968,endoplasmic reticulum unfolded protein response,116/18493,0.024852865,0.047633031,0.016571234,6347/3576,"CCL2,CXCL8",0.025965477,2
BP,GO:0051928,positive regulation of calcium ion transport,116/18493,0.024852865,0.047633031,0.016571234,6347/2147,"CCL2,F2",0.020868464,2
BP,GO:0002551,mast cell chemotaxis,12/18493,0.025022749,0.047633031,0.016571234,7422,VEGFA,0.013055542,1
BP,GO:0006983,ER overload response,12/18493,0.025022749,0.047633031,0.016571234,7157,TP53,0.012934341,1
BP,GO:0008228,opsonization,12/18493,0.025022749,0.047633031,0.016571234,1401,CRP,0.012871966,1
BP,GO:0010763,positive regulation of fibroblast migration,12/18493,0.025022749,0.047633031,0.016571234,207,AKT1,0.014261355,1
BP,GO:0010935,regulation of macrophage cytokine production,12/18493,0.025022749,0.047633031,0.016571234,948,CD36,0.003072977,1
BP,GO:0033004,negative regulation of mast cell activation,12/18493,0.025022749,0.047633031,0.016571234,3162,HMOX1,0.010791853,1
BP,GO:0042908,xenobiotic transport,12/18493,0.025022749,0.047633031,0.016571234,5243,ABCB1,0.004791539,1
BP,GO:0044650,adhesion of symbiont to host cell,12/18493,0.025022749,0.047633031,0.016571234,3383,ICAM1,0.01179013,1
BP,GO:0045091,regulation of single stranded viral RNA replication via double stranded DNA intermediate,12/18493,0.025022749,0.047633031,0.016571234,3576,CXCL8,0.012829467,1
BP,GO:0045342,MHC class II biosynthetic process,12/18493,0.025022749,0.047633031,0.016571234,3586,IL10,0.01200571,1
BP,GO:0045779,negative regulation of bone resorption,12/18493,0.025022749,0.047633031,0.016571234,3569,IL6,0.015622962,1
BP,GO:0045820,negative regulation of glycolytic process,12/18493,0.025022749,0.047633031,0.016571234,6774,STAT3,0.013763055,1
